,label,snv,sna,cn,jc,aa,pa,sd,prj_cnv,prj_cna,prj_jcv,prj_jca,prj_aav,prj_aaa,prj_pav,prj_paa
31,0,7,13,4,0.058823529411764705,1.9191681458035736,91,3,624,64,0.524822695035461,0.5042735042735043,163.6223247298184,19.145590894048034,102462885,5215836
32,0,7,95,5,0.03816793893129771,2.345007233281327,665,3,657,125,0.5836972343522562,0.76,175.27991328941025,40.95017683499092,134415990,56291664
33,1,1,241,1,0.0078125,0.4146590764403245,241,3,219,107,0.6066481994459834,0.7278911564625851,57.630852488515146,33.598129673819614,39726468,12433400
34,0,1,4,0,0.0,0.0,4,8,61,8,0.04066666666666666,0.06349206349206349,14.491740078542414,2.1908807223812103,2739888,157290
35,0,1,1,0,0.0,0.0,1,5,23,1,0.038525963149078725,0.007936507936507936,5.438729276962931,0.23725373257212592,554751,7490
36,1,4,643,4,0.027777777777777776,1.9809050759752223,2572,3,2946,139,0.8980707395498392,0.7637362637362637,723.9191640040754,47.48036843685071,583904124,249804310
37,0,4,2,2,0.05405405405405406,0.6828173496782293,8,4,2941,34,0.6212505280946345,0.3382352941176471,721.3986977930401,9.73505637436374,583904124,4835460
38,0,4,14,2,0.03125,0.6828173496782293,56,3,2941,60,0.7152237354085603,0.3958333333333333,721.405162474207,17.449037569376745,359475003,25316690
39,1,3,554,3,0.017857142857142856,1.080042359568285,1662,3,2792,161,0.9461775797051766,0.8595505617977528,685.6252060929046,55.91078880897715,629293904,291477015
40,0,3,29,2,0.1111111111111111,0.6252192741797407,87,31,2778,16,0.6802154750244858,0.10638297872340426,681.0295005170094,4.749370742560526,183761920,16142436
41,0,3,804,3,0.02027027027027027,1.080042359568285,2412,3,2792,143,0.9063731931668857,0.7606382978723404,685.6252060929046,49.50557793132495,629293904,307000854
42,1,2,3289,1,0.005434782608695652,0.2814304284315703,6578,1,3571,171,0.9994402462916316,0.9047619047619048,876.2085043805281,63.401136932731546,1007986252,818610030
43,0,2,18,2,0.019230769230769232,0.5657585032042879,36,3,3571,103,0.8030132673712616,0.5698324022346368,876.2085043805281,32.38206564949989,1007986252,30664737
44,0,2,7,2,0.09523809523809523,0.5657585032042879,14,4,3571,20,0.8114064985230629,0.11235955056179775,876.1875283266284,5.722638248224919,349219962,4241808
45,1,2,3575,1,0.0056179775280898875,0.588591910067779,7150,1,2816,35,0.988999290276792,0.19662921348314608,684.4229954467332,9.654179102977718,537598220,14061740
46,0,2,16,1,0.019230769230769232,0.2814304284315703,32,3,2816,49,0.800057290174735,0.4032258064516129,684.4189057368544,13.959495658636275,403372950,8142470
47,0,2,3,1,0.07142857142857142,0.2814304284315703,6,3,2812,12,0.7058232931726908,0.2894736842105263,683.2324811456074,3.30412101695668,121715480,1000440
48,1,1,3575,1,0.005649717514124294,0.744921859773347,3575,3,12,15,0.004288777698355968,0.08426966292134831,4.001373888928757,4.154567661558537,2831656,2473310
49,0,1,8,0,0.0,0.0,8,12,6,4,0.002955665024630542,0.2,1.6736638415648466,1.038145486038004,188122,6586
50,0,1,10,0,0.0,0.0,10,5,10,14,0.002457002457002457,0.16666666666666666,2.7624204575945486,3.644854413906584,1880064,44945
51,1,12,473,10,0.06493506493506493,3.977156297205679,5676,3,4012,148,0.9737481769567331,0.8170731707317073,1004.8554988216914,50.870066745453954,1967584500,205933887
52,0,12,28,3,0.125,1.009640099672675,336,31,3720,16,0.8526243410497364,0.13953488372093023,917.7357658445892,4.747646996444109,574560000,15671124
53,0,12,98,9,0.06666666666666667,3.473827211758769,1176,3,3999,126,0.8980663642874195,0.7378048780487805,1000.2050585836113,40.9586624295457,1471601250,107812620
54,1,6,258,5,0.03968253968253968,1.6319864553586818,1548,3,3971,125,0.971830985915493,0.7515527950310559,989.7242876044702,41.707038233616245,1660932812,110316465
55,0,6,1,4,0.26666666666666666,1.206147367880928,6,3,3946,14,0.9029748283752861,0.1044776119402985,981.0729369348796,3.6251055962226664,598270057,883710
56,0,6,60,5,0.042735042735042736,1.6319864553586818,360,3,3971,115,0.956511175898931,0.7310344827586207,989.7242876044702,36.36521000215082,1041064486,64304631
57,1,3,858,3,0.018404907975460124,0.9725332561930918,2574,3,3010,159,0.8927473878303627,0.8595505617977528,741.3412739867443,56.159582563891185,730826688,315219357
58,0,3,33,3,0.030303030303030304,0.9725332561930918,99,3,3010,96,0.8246575342465754,0.5523255813953488,741.3364298530373,29.547697291264768,562104960,39413466
59,0,3,241,3,0.0234375,0.9725332561930918,723,3,3010,124,0.9045980606818893,0.7109826589595376,741.3417768926498,40.537639653508535,751554816,97797240
60,1,8,162,7,0.05263157894736842,2.3603356434421197,1296,3,4108,127,0.9283364661654135,0.756578947368421,1030.025840747208,41.1574348552653,1279795200,167345217
61,0,8,96,7,0.06363636363636363,2.3603356434421197,768,3,4108,109,0.9818709209572154,0.6827586206896552,1030.025840747208,34.80639358612612,1705656320,52816401
62,0,8,21,5,0.08196721311475409,1.547038567287951,168,3,4000,58,0.8849557522123894,0.40441176470588236,996.2265606203598,17.481475599407947,590929920,13226193
63,1,4,52,2,0.03508771929824561,1.4624557139849843,208,2,84,49,0.313953488372093,0.3475177304964539,24.468532036700164,14.578812980774472,5755980,2023980
64,0,4,517,1,0.006535947712418301,0.5022031461958567,2068,3,79,121,0.08035714285714286,0.7378048780487805,22.264247715406846,38.89829394740107,22986384,35695980
65,0,4,18,1,0.029411764705882353,0.5022031461958567,72,20,74,31,0.0407040704070407,0.22962962962962963,20.721328658791936,9.177510818846066,6054336,2554680
66,1,1,11,1,0.043478260869565216,0.45258800841731317,11,3,74,21,0.1111111111111111,0.15555555555555556,19.407033151223924,5.806365237760096,2841912,568100
67,0,1,3,0,0.0,0.0,3,5,43,8,0.020924574209245744,0.05925925925925926,10.396944861956882,2.0742994235674788,2857016,204516
68,0,1,11,1,0.016129032258064516,0.45258800841731317,11,3,74,59,0.05632183908045977,0.4338235294117647,19.447606846787195,17.37030569567754,12100428,2755285
69,1,1,3575,1,0.005649717514124294,0.2843280747727176,3575,3,2452,171,0.6862580464595578,0.9047619047619048,593.3076153779559,63.401136932731546,478133444,818610030
70,0,1,19,1,0.02702702702702703,0.2843280747727176,19,3,2452,36,0.9979649979649979,0.1956521739130435,593.2931178145636,10.006702166683016,224857747,7216965
71,0,1,5,0,0.0,0.0,5,5,730,14,0.22912743251726303,0.07650273224043716,172.4113477057372,4.0330296489636455,32476837,2032533
72,1,5,3289,2,0.010869565217391304,0.7890921941784323,16445,2,2649,148,0.9811463046757164,0.783068783068783,647.4870389025218,50.870066745453954,827259972,205933887
73,0,5,48,3,0.022556390977443608,1.07342026895115,240,3,2649,127,0.6850202429149798,0.6783625730994152,647.467038465952,41.12875161424855,618726570,68782095
74,0,5,1,1,0.1111111111111111,0.37385118231751213,5,4,727,6,0.24453414059872183,0.040983606557377046,177.13512699180603,2.3268919269891795,28279251,441855
75,1,3,1228,3,0.017964071856287425,0.9126081801408757,3684,3,3784,160,0.9380267724343084,0.8421052631578947,937.7453721238879,56.76562416902382,1104845544,410100354
76,0,3,98,3,0.022388059701492536,0.9126081801408757,294,3,3784,131,0.9249112125824455,0.7158469945355191,937.7400250842752,42.94188469530249,826339140,107812620
77,0,3,3,3,0.10714285714285714,0.9126081801408757,9,3,3784,27,0.8722913785154449,0.15168539325842698,937.7282485014705,7.501575003740225,458061714,2621673
78,1,1,1438,1,0.00641025641025641,0.2843280747727176,1438,3,2452,153,0.842032967032967,0.8225806451612904,593.3076153779558,54.05233326691375,478133444,462327615
79,0,1,4,0,0.0,0.0,4,5,2016,6,0.47693399574166073,0.03278688524590164,480.12548395970003,1.4559168022152706,94766687,618597
80,0,1,14,1,0.027777777777777776,0.2843280747727176,14,5,2452,35,0.518722233975037,0.19021739130434784,593.3076153779558,10.08533053864513,478133444,16554834
81,1,25,310,19,0.12582781456953643,7.536396369153412,7750,3,4544,148,0.9544877222692634,0.832258064516129,1162.159202855938,50.00209250065045,2858806584,209940039
82,0,25,1,2,0.10526315789473684,0.6849061266843045,25,3,982,2,0.21582417582417582,0.0273972602739726,252.18605969699064,0.4776703144975001,108676116,147285
83,0,25,25,13,0.16666666666666666,4.746738860928567,625,3,3948,69,0.8475740661227995,0.5304347826086957,984.695783923929,20.82183474179348,1383784038,19353249
84,1,1,3289,1,0.00546448087431694,0.4152410118609203,3289,3,233,117,0.09301397205588822,0.6290322580645161,56.60517966755947,37.73185900733662,40725876,134706861
85,0,1,2,0,0.0,0.0,2,5,66,8,0.06673407482305359,0.06666666666666667,15.467085634873426,2.366769411777827,1757955,100606
86,0,1,10,0,0.0,0.0,10,5,224,34,0.07348242811501597,0.2809917355371901,53.52979532990082,9.406381382227897,17142384,923746
87,1,1,1228,1,0.005988023952095809,0.5056318270792695,1228,3,61,115,0.055860805860805864,0.6318681318681318,16.24114377261058,36.457947122600544,12992304,47780304
88,0,1,3,0,0.0,0.0,3,5,40,12,0.011634671320535195,0.0916030534351145,9.611566435155614,3.129537125341323,2941536,123552
89,0,1,3,0,0.0,0.0,3,7,59,39,0.012553191489361702,0.2932330827067669,15.081808311631407,11.086256464677867,7187856,720720
90,1,2,291,1,0.007194244604316547,0.34684967693658786,582,1,633,133,0.9968503937007874,0.7189189189189189,165.50907741247426,44.43626923178975,119923524,71430710
91,0,2,3,1,0.07142857142857142,0.40586178233803144,6,4,453,13,0.12593828190158465,0.08633093525179857,113.18799750172134,3.5291491627964726,32470032,590472
92,0,2,11,1,0.02,0.34684967693658786,22,15,592,48,0.1393596986817326,0.34532374100719426,153.11043048172274,14.021912176084635,88292106,12645942
93,1,3,858,3,0.018404907975460124,1.07023033497608,2574,3,3600,159,0.9471191791633781,0.8502673796791443,885.4541108417334,56.159582563891185,995330230,315219357
94,0,3,70,3,0.025210084033613446,1.07023033497608,210,3,3600,112,0.9342208300704777,0.6474820143884892,885.4594578813458,35.81447605746888,1023560360,62331012
95,0,3,13,2,0.05555555555555555,0.5657585032042879,39,15,3589,34,0.7672082086361693,0.2608695652173913,881.3847784347113,9.975636704359884,641562580,16672662
96,1,2,29,2,0.028169014084507043,0.7436232163479111,58,3,677,68,0.5525179856115108,0.43312101910828027,170.6787420913443,20.325295802320348,84361585,5657040
97,0,2,141,2,0.013157894736842105,0.7436232163479111,282,3,677,138,0.584,0.7624309392265194,170.68393615675586,45.97351818968488,147495964,50689800
98,0,2,46,2,0.01818181818181818,0.7436232163479111,92,3,677,109,0.5851339671564391,0.7032258064516129,170.68393615675586,33.9768497972404,110315590,14988240
99,1,2,1438,1,0.00641025641025641,0.2814304284315703,2876,4,2787,151,0.8861685214626391,0.8296703296703297,676.375022844935,53.18400824553801,761965316,436164050
100,0,2,554,1,0.005952380952380952,0.2814304284315703,1108,4,2787,156,0.9399662731871838,0.8253968253968254,676.375022844935,54.17697248529222,761965316,274982050
101,0,2,14,1,0.009259259259259259,0.2814304284315703,28,4,2787,103,0.8252887177968611,0.5659340659340659,676.375022844935,31.673542441878016,761965316,37738820
102,1,7,3575,3,0.016853932584269662,1.0843082726786915,25025,3,3700,171,0.9975734699379887,0.9047619047619048,913.8642821596052,63.401136932731546,1802515612,818610030
103,0,7,7,3,0.15789473684210525,0.9218571046418745,49,4,3675,18,0.9289686552072801,0.13043478260869565,906.3625381139508,4.5448368615913814,580248830,2386017
104,0,7,3,3,0.16666666666666666,1.009640099672675,21,7,3634,16,0.8786266924564797,0.11510791366906475,893.9219664067112,4.642926297553099,526357760,3888324
105,1,2,1438,2,0.01282051282051282,0.7773986714145815,2876,3,546,135,0.31040363843092666,0.7714285714285715,136.1794637758379,45.474632441489504,120595232,145398480
106,0,2,10,2,0.031746031746031744,0.7773986714145815,20,4,546,62,0.18214804063860668,0.4397163120567376,136.16805458522893,18.092876541337716,64399800,3409152
107,0,2,18,2,0.02564102564102564,0.7773986714145815,36,3,535,69,0.2978593272171254,0.4233128834355828,132.57583741445768,20.777635455658423,80068608,5169312
108,1,31,1228,19,0.1130952380952381,8.608949440936073,38068,2,4589,160,0.9523809523809523,0.8563218390804598,1176.0193625271709,56.76562416902382,3070514512,410100354
109,0,31,3,1,0.047619047619047616,0.3685290160841292,93,5,411,2,0.08921206859127415,0.04081632653061224,102.39813353692249,0.5658213647096024,36093772,235656
110,0,31,5,1,0.05,0.32370857460804653,155,15,1041,1,0.2260586319218241,0.02040816326530612,255.7195517454352,0.24133011723115316,352310608,382941
111,1,1,1438,1,0.00641025641025641,0.2814304284315703,1438,3,2787,151,0.8861685214626391,0.8296703296703297,676.3645512718533,53.18400824553801,529852808,436164050
112,0,1,12,1,0.025,0.2814304284315703,12,3,2787,39,0.8036332179930796,0.21910112359550563,676.3565964784784,11.525208944668758,345787424,7003080
113,0,1,16,0,0.0,0.0,16,20,818,31,0.21657400052952078,0.17415730337078653,193.02464032789908,9.10143284909997,139556832,17674440
114,1,0,3575,0,0.0,0.0,0,999999,0,0,0.0,0.0,0.0,0.0,0,0
115,0,0,355,0,0.0,0.0,0,999999,0,0,0.0,0.0,0.0,0.0,0,0
116,0,0,5,0,0.0,0.0,0,999999,0,0,0.0,0.0,0.0,0.0,0,0
117,1,3,3289,1,0.005434782608695652,0.2814304284315703,9867,3,2787,171,0.780016792611251,0.9047619047619048,676.3645654232048,63.401136932731546,530102660,818610030
118,0,3,1,1,0.06666666666666667,0.2814304284315703,3,3,2787,13,0.6414269275028769,0.15,676.3444357263603,3.4000774503828746,190943635,833700
119,0,3,33,1,0.01,0.2814304284315703,99,3,2787,93,0.7730929264909847,0.5081967213114754,676.3592183835923,28.310830203815623,396475850,37183020
120,1,2,343,2,0.016129032258064516,0.7588628172537333,686,3,896,114,0.6099387338325392,0.7730496453900709,222.75025060955062,36.48512992014031,165901728,55413774
121,0,2,18,0,0.0,0.0,36,22,766,10,0.18440057775637939,0.07874015748031496,183.68478895730706,2.6746999813125223,32907840,2292840
122,0,2,2,0,0.0,0.0,4,5,769,8,0.19557477110885046,0.06349206349206349,184.95013809326525,2.1757208133534904,73785672,312660
123,1,4,3575,2,0.011235955056179775,0.6010083648413113,14300,1,3763,171,0.999468791500664,0.9047619047619048,928.9135278192443,63.401136932731546,1436565716,818610030
124,0,4,18,3,0.028846153846153848,0.8824387932728815,72,3,3763,103,0.8095657923738153,0.5757575757575758,928.9135278192443,32.38206564949989,1436565716,30664737
125,0,4,1,0,0.0,0.0,4,5,199,1,0.0501891551071879,0.00641025641025641,47.33060098985677,0.23725373257212592,20060587,58914
126,1,9,106,4,0.034482758620689655,2.0084299806768295,954,3,802,107,0.45403899721448465,0.6776315789473685,203.5441239852631,33.8628095119214,123586560,40718775
127,0,9,10,5,0.06097560975609756,2.5021825625216803,90,3,801,80,0.48791714614499426,0.5841584158415841,203.17361178336463,24.53452890800959,123586560,4925265
128,0,9,40,4,0.038834951456310676,1.7055427923247681,360,3,802,99,0.502079002079002,0.6575342465753424,203.5441239852631,30.897627528813654,139665150,17370093
129,1,4,343,3,0.024193548387096774,0.9636906189926957,1372,3,3239,123,0.9393115942028986,0.7215189873417721,798.6110566300451,40.48970094574705,1021728112,147759430
130,0,4,299,3,0.02142857142857143,0.9636906189926957,1196,3,3239,136,0.9426925409338993,0.7816091954022989,798.6105537241398,44.897964063976296,993548516,175049210
131,0,4,60,3,0.02564102564102564,0.9636906189926957,240,3,3239,115,0.8631452581032413,0.6686046511627907,798.5936106910816,36.36474345480293,640414136,60665570
132,1,3,179,3,0.021739130434782608,0.9493427438530255,537,3,3267,134,0.8962806168732991,0.7403314917127072,805.0918126219614,44.81472485393152,844999464,113549940
133,0,3,1,0,0.0,0.0,3,5,276,4,0.076158940397351,0.02702702702702703,66.47053293200703,1.0708463707762317,20170248,222320
134,0,3,16,0,0.0,0.0,48,20,999,31,0.24509322865554464,0.2,239.95810057008902,9.10143284909997,222562656,17674440
135,1,1,3575,0,0.0,0.0,3575,1,2787,0,0.9992828970957333,0.0,676.3645512718533,0.0,529852808,0
136,0,1,14,1,0.013157894736842105,0.2814304284315703,14,5,2787,73,0.5835427135678392,0.40555555555555556,676.3569294687053,21.729220989395873,351793152,23677080
137,0,1,25,1,0.012345679012345678,0.2814304284315703,25,3,2787,77,0.8252887177968611,0.425414364640884,676.3645512718533,23.37591145912843,529852808,14089530
138,1,1,517,1,0.006622516556291391,0.36449660681232765,517,3,460,141,0.44573643410852715,0.7921348314606742,113.10697142192623,47.11720232925674,84449976,96505935
139,0,1,3,0,0.0,0.0,3,5,413,11,0.09665340510180201,0.06547619047619048,98.85777057644029,2.752681274227526,27076842,405695
140,0,1,14,1,0.013157894736842105,0.36449660681232765,14,4,460,75,0.11770157553290084,0.4437869822485207,113.09934961877809,22.422672714962243,56070144,8430540
141,1,1,3575,1,0.005649717514124294,0.2843280747727176,3575,3,2452,171,0.6862580464595578,0.9047619047619048,593.3076153779558,63.401136932731546,478133444,818610030
142,0,1,18,1,0.01282051282051282,0.2843280747727176,18,3,2452,73,0.841743906625472,0.3882978723404255,593.2999935748078,22.19130427526532,317454336,16437006
143,0,1,11,1,0.043478260869565216,0.2843280747727176,11,3,2452,22,0.9391037916507086,0.11956521739130435,593.2657881356658,6.21356423791017,69133122,2945700
144,1,1,858,1,0.006134969325153374,0.2814304284315703,858,3,2787,153,0.9072265625,0.8181818181818182,676.3640483659478,54.11813874878131,515239294,297380790
145,0,1,31,1,0.011494252873563218,0.2814304284315703,31,3,2787,84,0.7650288223991216,0.4666666666666667,676.3499979010733,25.58674581201645,326198826,21870730
146,0,1,16,1,0.015873015873015872,0.2814304284315703,16,3,2787,62,0.8904153354632588,0.34831460674157305,676.3569294687053,18.54462645092276,351793152,11616220
147,1,5,60,4,0.04081632653061224,1.206147367880928,300,3,3932,96,0.962934755013963,0.5679012345679012,976.9454929634845,30.80983468468768,1508023388,40827402
148,0,5,158,4,0.02877697841726619,1.206147367880928,790,3,3932,135,0.9274649618883698,0.7664670658682635,976.9379648184781,44.49364919109139,1131506430,131525505
149,0,5,14,4,0.1111111111111111,1.206147367880928,70,5,3932,35,0.8318172202242438,0.2229299363057325,976.9454929634845,10.08533053864513,1508023388,16554834
150,1,7,95,6,0.04580152671755725,2.0587431569206514,665,3,4033,125,0.9036885245901639,0.717948717948718,1008.8163591107332,40.766236889095744,1030647570,101096424
151,0,7,77,6,0.05660377358490566,2.0587431569206514,539,3,4036,103,0.9501595875276209,0.6144578313253012,1009.9266447610547,33.159284405712285,1030647570,63214722
152,0,7,14,5,0.13157894736842105,2.347696549420392,98,5,3963,35,0.825625,0.4861111111111111,987.2670793096145,10.08533053864513,1373603012,16554834
153,1,1,355,1,0.006097560975609756,0.2843280747727176,355,3,2452,155,0.9489164086687306,0.8072916666666666,593.3043551389958,53.91601306257168,399814722,231031251
154,0,1,4,1,0.0196078431372549,0.2843280747727176,4,4,2452,50,0.5939922480620154,0.2717391304347826,593.2957032814414,14.767035361793885,255330975,6274341
155,0,1,3,1,0.023809523809523808,0.2843280747727176,3,7,2452,41,0.5219242230736484,0.22282608695652173,593.2964118323562,12.111545690388567,264522316,6185970
156,1,7,3289,6,0.03260869565217391,2.3277964214308455,23023,1,3961,171,0.9743782969103241,0.9047619047619048,988.8329259668044,63.401136932731546,1347118700,818610030
157,0,7,36,7,0.07,2.6121244962035632,252,3,3956,99,0.9206862257583291,0.6298701298701299,987.1465416820604,31.567617730311532,898763875,25922160
158,0,7,31,7,0.0660377358490566,2.6121244962035632,217,3,3921,103,0.9254311391790139,0.6580645161290323,976.0742895600345,32.23886113710049,1010775750,34464690
159,1,3,908,3,0.01764705882352941,0.8894670778123345,2724,3,3791,155,0.9520341536916123,0.8118279569892473,937.652524183467,52.85539560181946,1196957648,425241252
160,0,3,299,3,0.02142857142857143,0.8894670778123345,897,3,3791,133,0.9859557867360208,0.7443181818181818,937.6520212775615,43.91710799213836,1163945164,185549643
161,0,3,18,2,0.16666666666666666,0.5657585032042879,54,20,3605,10,0.8562945368171021,0.05952380952380952,885.2155012589816,2.9169011389062947,237425440,6480540
162,1,7,81,6,0.05263157894736842,3.9342328935404236,567,1,3154,109,0.8902654867256637,0.6948051948051948,776.5578950949276,34.80638553193754,751055112,61527060
163,0,7,45,6,0.046153846153846156,3.0275321540393776,315,3,3154,120,0.9092570036540804,0.7151515151515152,776.5433417241477,38.199488561618296,501085170,65417660
164,0,7,19,3,0.07317073170731707,0.9994853515624912,133,3,3089,36,0.8875074008288928,0.44776119402985076,755.7061607432923,10.005428287798003,353208006,6808550
165,1,1,3575,1,0.005649717514124294,0.2843280747727176,3575,3,2452,171,0.6862580464595578,0.9047619047619048,593.3076153779558,63.401136932731546,478133444,818610030
166,0,1,185,1,0.0064516129032258064,0.2843280747727176,185,3,2452,150,0.9768924302788845,0.7978723404255319,593.3076153779558,50.87332226583384,478133444,165636711
167,0,1,162,1,0.007518796992481203,0.2843280747727176,162,3,2452,127,0.9815852682145717,0.671957671957672,593.302328886615,41.1574348552653,358755090,167345217
168,1,1,517,1,0.006622516556291391,0.37385118231751213,517,3,389,131,0.5263870094722598,0.7528735632183908,97.53704028537061,42.700765215893334,71790808,68183223
169,0,1,10,1,0.02631578947368421,0.37385118231751213,10,4,389,33,0.09873096446700508,0.20754716981132076,97.51107548486526,9.120597566083413,44998124,2943211
170,0,1,515,1,0.006711409395973154,0.37385118231751213,515,3,389,132,0.37189292543021035,0.7719298245614035,97.53704028537061,43.14137023334327,71790808,59381554
171,1,1,3575,1,0.005649717514124294,0.2843280747727176,3575,3,2452,171,0.6862580464595578,0.9047619047619048,593.3076153779558,63.401136932731546,478133444,818610030
172,0,1,8,1,0.047619047619047616,0.2843280747727176,8,3,2452,20,0.6224930185326225,0.10869565217391304,593.3019716945678,5.410302133250536,352043861,5302260
173,0,1,3,0,0.0,0.0,3,7,262,2,0.10057581573896353,0.01092896174863388,61.10738348859378,0.5658213647096024,5620439,235656
174,1,3,291,3,0.021739130434782608,1.17733948130914,873,3,2616,136,0.9162856137882518,0.7687861271676301,638.1131668802399,45.75280743623926,479345886,128285235
175,0,3,3,1,0.14285714285714285,0.2843280747727176,9,5,2501,5,0.8114860480207657,0.050505050505050504,605.8349397205099,1.2952687421654139,59297045,589140
176,0,3,310,3,0.019867549668874173,1.17733948130914,930,3,2616,142,0.9350323043790381,0.7624309392265194,638.1152800205685,47.666922876850386,573243772,209940039
177,1,6,764,4,0.022099447513812154,1.9232567804913454,4584,2,1127,153,0.7112488928255093,0.7846153846153846,288.2354207147844,52.13666888535976,304486304,162297790
178,0,6,473,5,0.032467532467532464,2.270106457427933,2838,3,1124,144,0.5410747374922792,0.8089887640449438,286.9762190848706,48.514851024609094,304486304,114666382
179,0,6,92,5,0.034722222222222224,2.270106457427933,552,3,1126,139,0.6834592779177162,0.7513513513513513,287.9195164234063,47.06564486625288,304486304,42645200
180,1,16,1438,10,0.0641025641025641,4.003181067315478,23008,3,3882,153,0.9418172815053231,0.8296703296703297,969.0739991576822,54.05233326691375,1781944464,462327615
